,design,predictor,sample_type,sample_size,train_size,folds,dim,lambd,mean_precision,mean_recall,mean_fscore,mean_auprc,mean_size_err,median_precision,median_recall,median_fscore,median_auprc,median_size_err
40,mips789,DATE,solver,0.3,,1000000000000.0,,,0.93030029,0.506054896,0.647677877,0.820574046,0.454506366,0.983193277,0.5100671139999999,0.646258503,0.8553024459999999,0.466666667
41,mips789,random,solver,0.3,,1000000000000.0,,,0.4360672351454401,0.371755191906955,0.3654051335286549,0.4926870889255229,0.7614108770180926,0.3867403314917127,0.3701067615658363,0.3825136612021858,0.4767057003400576,0.3843537414965986
42,mips789,suspect2vec,solver,0.3,,1000000000000.0,20.0,0.0,0.87572981,0.62777927,0.70821689,0.8270890259999999,0.387190166,0.943396226,0.625641026,0.715231788,0.853645071,0.323863636
43,sudoku_check,DATE,solver,0.3,,1000000000000.0,,,0.8272655235290809,0.6749185526715918,0.7172739730057932,0.8608995985822228,0.3048444765454574,0.9047619047619048,0.6268656716417911,0.76,0.9505514915462979,0.3114754098360656
44,sudoku_check,random,solver,0.3,,1000000000000.0,,,0.3955291395747736,0.32491173173505616,0.3078004717347133,0.4043037864755084,0.7242770302998052,0.3953488372093023,0.328125,0.2962962962962963,0.3950644802598359,0.7133333333333334
45,sudoku_check,suspect2vec,solver,0.3,,1000000000000.0,20.0,0.0,0.9085807734643992,0.7048035978253746,0.7696619888153694,0.8682522729251272,0.29763228186646296,0.9565217391304348,0.7142857142857143,0.8095238095238095,0.9609151656041164,0.2692307692307692
46,vga,DATE,solver,0.3,,1000000000000.0,,,0.877381234,0.571680328,0.6725774390000001,0.784616667,0.3684246370000001,0.967607106,0.550302969,0.678515503,0.8221649,0.42032967
47,vga,random,solver,0.3,,1000000000000.0,,,0.4325138536676997,0.3256210894458572,0.3175760188537687,0.4425410372319527,0.9014702015076684,0.3314407814407815,0.3244718309859155,0.32715837621498,0.4096978846109365,0.5689655172413793
48,vga,suspect2vec,solver,0.3,,1000000000000.0,20.0,0.0,0.8132960220000001,0.716802087,0.7326525559999999,0.7986570540000001,0.352202455,0.86851157,0.75,0.740671642,0.8408420209999999,0.276363636
49,wb_dma,DATE,solver,0.3,,1000000000000.0,,,0.853818948,0.551509245,0.659630731,0.739466354,0.363321428,0.940397351,0.545454545,0.68,0.77965769,0.3980582520000001
50,wb_dma,random,solver,0.3,,1000000000000.0,,,0.4320198442983552,0.3533713660749752,0.3214039964194433,0.478277283858067,1.3954663332908182,0.3817204301075269,0.3636363636363637,0.3688311688311688,0.4494631057355882,0.6820512820512821
51,wb_dma,suspect2vec,solver,0.3,,1000000000000.0,20.0,0.0,0.785802069,0.728800315,0.72841878,0.7833913640000001,0.487248129,0.884615385,0.6907216490000001,0.748344371,0.7882001240000001,0.197247706
52,ethernet,DATE,solver,0.4,,1000000000000.0,,,0.8731984909999999,0.739815801,0.77343531,0.913429074,0.345982098,0.991326531,0.73869969,0.7534268670000001,0.98273643,0.34435337
53,ethernet,random,solver,0.4,,1000000000000.0,,,0.4781147540983607,0.4274963851900188,0.3807040919754753,0.5215180491911683,1.23744494775373,0.45,0.4305019305019305,0.4166666666666666,0.5051832933031335,0.4760452961672474
54,ethernet,suspect2vec,solver,0.4,,1000000000000.0,20.0,0.0,0.929074715,0.883982495,0.892843974,0.939005811,0.32254277800000003,0.984057419,0.924326059,0.92214012,0.994006654,0.079473684
55,fdct,DATE,solver,0.4,,1000000000000.0,,,0.9304117748581368,0.7937483651733793,0.8502202397142036,0.8772163861327733,0.1790134444233137,0.9716183574879228,0.7960805084745763,0.8549835706462212,0.9093027645840944,0.1628992628992629
56,fdct,random,solver,0.4,,1000000000000.0,,,0.5388377356150793,0.4261792039363692,0.42698106527850654,0.5223330994403069,0.6064779579737701,0.4646577380952381,0.4343137254901961,0.4645669291338583,0.5266870557919396,0.4883720930232558
57,fdct,suspect2vec,solver,0.4,,1000000000000.0,20.0,0.0,0.9609558965255248,0.8344340244507287,0.8835474971612871,0.8954588067289021,0.16370635962307892,1.0,0.8724101479915434,0.9092592592592592,0.9614005602240896,0.10449402891263357
58,mips789,DATE,solver,0.4,,1000000000000.0,,,0.908136995,0.624091971,0.731974247,0.831087848,0.317860999,0.949152542,0.619354839,0.733727811,0.867819474,0.348484848
59,mips789,random,solver,0.4,,1000000000000.0,,,0.5139596024282997,0.4440569460910276,0.4339689300885477,0.5725085253525783,0.7614108770180926,0.4648648648648649,0.4489795918367347,0.459016393442623,0.5613870283066152,0.3843537414965986
60,mips789,suspect2vec,solver,0.4,,1000000000000.0,20.0,0.0,0.879030891,0.7158842609999999,0.7718671779999999,0.860882246,0.340043796,0.928571429,0.7236842109999999,0.79020979,0.9057838,0.218934911
61,sudoku_check,DATE,solver,0.4,,1000000000000.0,,,0.8108843344627663,0.7800677281573842,0.7744015748786758,0.8743773420874934,0.252868188210473,0.8734177215189873,0.7704918032786885,0.8035714285714287,0.9653745883499972,0.215686274509804
62,sudoku_check,random,solver,0.4,,1000000000000.0,,,0.469682077466193,0.4057255407287035,0.3795905040859229,0.4919246882897011,0.7242770302998052,0.4545454545454545,0.417910447761194,0.3448275862068966,0.4769732691303225,0.7133333333333334
63,sudoku_check,suspect2vec,solver,0.4,,1000000000000.0,20.0,0.0,0.9326699604967283,0.8015433957335942,0.8447914074261328,0.8922756937652268,0.1980630895842428,0.9818181818181818,0.9019607843137256,0.9019607843137256,0.9675224200248124,0.13114754098360654
64,vga,DATE,solver,0.4,,1000000000000.0,,,0.854117635,0.677723451,0.7355874240000001,0.800139299,0.30678431300000003,0.919846317,0.631900301,0.723663378,0.83897102,0.333333333
65,vga,random,solver,0.4,,1000000000000.0,,,0.5170306189536956,0.4110703262688121,0.3938122115411629,0.5401111723050362,0.9014702015076684,0.4476190476190476,0.4245395127748069,0.4040449845818973,0.5270712861003218,0.5689655172413793
66,vga,suspect2vec,solver,0.4,,1000000000000.0,20.0,0.0,0.833939276,0.7762187690000001,0.781857977,0.828400867,0.31607705,0.937183349,0.781929348,0.8020618559999999,0.8781794279999999,0.226041667
67,wb_dma,DATE,solver,0.4,,1000000000000.0,,,0.838672882,0.66079233,0.731441714,0.746102653,0.24263872600000005,0.903614458,0.636363636,0.7520117040000001,0.7890130759999999,0.217228464
68,wb_dma,random,solver,0.4,,1000000000000.0,,,0.4898263656910306,0.4244193450770538,0.3764521060130668,0.5630600002589282,1.3954663332908182,0.4521276595744681,0.45,0.4359673024523161,0.538823610930684,0.6820512820512821
69,wb_dma,suspect2vec,solver,0.4,,1000000000000.0,20.0,0.0,0.784298058,0.80407289,0.770965645,0.7950646659999999,0.601065509,0.862433862,0.8136363640000001,0.7888198759999999,0.8114326070000001,0.093904448
70,ethernet,DATE,solver,0.5,,2.0,,,0.7839817259999999,0.693667907,0.716423398,0.6813120770000001,0.29711768,0.8196721309999999,0.664414414,0.737556296,0.7254626470000001,0.272562036
71,ethernet,random,solver,0.5,,2.0,,,0.5289719911937378,0.5061450197402503,0.43856593788241305,0.6210102507747768,1.3125909198216883,0.5,0.5202739726027397,0.48520582030616105,0.6030596159030428,0.5362843158118749
72,ethernet,suspect2vec,solver,0.5,,2.0,20.0,0.0,0.7685196,0.820436425,0.749197846,0.7170583340000001,0.875934456,0.911392405,0.833333333,0.803420638,0.7862769490000001,0.215311653
73,fdct,DATE,solver,0.5,,2.0,,,0.9195961233995844,0.807216219431807,0.8531217235750784,0.8548476536402524,0.16202670156906054,0.9352383910545116,0.7863685344827587,0.8510087719298245,0.8939930421742581,0.14707317073170734
74,fdct,random,solver,0.5,,2.0,,,0.5919981060606061,0.5140060016092621,0.4860892958295455,0.6477712723969395,0.7435061130380658,0.5773809523809523,0.5454780361757106,0.4782608695652174,0.6539333985117461,0.5272727272727272
75,fdct,suspect2vec,solver,0.5,,2.0,20.0,0.0,0.94763694162865,0.8582207671694748,0.8924939977132574,0.8697557358208544,0.15692199904200405,0.9921422408480216,0.9302325581395348,0.8827901658090337,0.9282594191681384,0.12795608108108109
76,mips789,DATE,solver,0.5,,2.0,,,0.892756133,0.716731708,0.789723449,0.822173936,0.214825443,0.936305732,0.721311475,0.809302326,0.87195276,0.205673759
77,mips789,random,solver,0.5,,2.0,,,0.5970649774117983,0.524623258527506,0.5110170189899749,0.6692554605269913,0.7536716033207329,0.5549132947976878,0.5409836065573771,0.5376344086021505,0.6641609769696183,0.3585526315789473
78,mips789,suspect2vec,solver,0.5,,2.0,20.0,0.0,0.852664448,0.7930405690000001,0.8044996659999999,0.853877215,0.31995619,0.917355372,0.816618911,0.8304093570000001,0.902507354,0.161764706
79,sudoku_check,DATE,solver,0.5,,2.0,,,0.7826640889313189,0.8234284009931794,0.7868172931642146,0.8642099746939965,0.2444345096735888,0.7857142857142857,0.8387096774193549,0.8059701492537313,0.9353716749220544,0.17647058823529413
80,sudoku_check,random,solver,0.5,,2.0,,,0.5261525840853158,0.4924979816539115,0.4542563973009837,0.5974278767506825,0.6502068681877473,0.5652173913043478,0.52,0.4197530864197531,0.5862682690984743,0.6933333333333334
81,sudoku_check,suspect2vec,solver,0.5,,2.0,20.0,0.0,0.91325240538286,0.853999603423259,0.8737266078616216,0.8822576852982023,0.12912312888593155,0.9857142857142858,0.9230769230769232,0.9482758620689656,0.9566453343861718,0.046875
82,vga,DATE,solver,0.5,,2.0,,,0.837851625,0.7203375129999999,0.763283838,0.742287768,0.228562923,0.895054945,0.695360195,0.776475861,0.766737668,0.221405229
83,vga,random,solver,0.5,,2.0,,,0.5814442501942501,0.4755369646438494,0.4525037144555407,0.6212550449274781,0.8806835524792279,0.5454545454545454,0.5131670131670132,0.4673060495457017,0.599045199917542,0.5294540229885057
84,vga,suspect2vec,solver,0.5,,2.0,20.0,0.0,0.7937298190000001,0.805711457,0.7791174059999999,0.790555618,0.322211254,0.875702247,0.8309523809999999,0.8031413609999999,0.86183813,0.213888889
85,wb_dma,DATE,solver,0.5,,2.0,,,0.801877051,0.711408904,0.744033698,0.699431056,0.208053633,0.855263158,0.701807229,0.760847629,0.739389387,0.180851064
86,wb_dma,random,solver,0.5,,2.0,,,0.5428467361877429,0.4892625837277259,0.4297880829214725,0.6502714067904725,1.3777345073035243,0.5125628140703518,0.5272727272727272,0.455470737913486,0.6276780965204775,0.6728971962616822
