,experiment,runtime,finished,R,speedup
510,designs/sudoku_check/random_bug_10/fail_0,4501.34,1,0.499083092833,3.40884065763
511,designs/sudoku_check/random_bug_10/fail_0_1pass,1320.49,1,1.0,1.0
512,designs/sudoku_check/random_bug_10/fail_0_multipass_DATE,5815.42,1,0.331440306457,4.40398639899
513,designs/sudoku_check/random_bug_10/fail_0_multipass_opt,4225.9,1,0.664263314526,3.20025142182
514,designs/sudoku_check/random_bug_10/fail_0_multipass_v2,2407.82,1,1.04566582919,1.82342918159
515,designs/sudoku_check/random_bug_13/fail_1,14495.06,0,0.205330306026,16.2926253555
516,designs/sudoku_check/random_bug_13/fail_1_1pass,889.67,1,1.0,1.0
517,designs/sudoku_check/random_bug_13/fail_1_multipass_opt,9266.96,0,0.34961918717,10.4161767847
518,designs/sudoku_check/random_bug_13/fail_1_multipass_v2,4313.6,1,0.524850003273,4.84853934605
519,designs/sudoku_check/random_bug_15/fail_0_multipass_DATE,925.68,1,1.06151107515,1.00036743251
520,designs/sudoku_check/random_bug_16/fail_4,153.42,1,0.991492923748,1.01798155398
521,designs/sudoku_check/random_bug_16/fail_4_1pass,150.71,1,1.0,1.0
522,designs/sudoku_check/random_bug_16/fail_4_multipass_opt,153.52,1,0.984568115424,1.01864507995
523,designs/sudoku_check/random_bug_16/fail_4_multipass_v2,153.15,1,0.994229282316,1.01619003384
524,designs/sudoku_check/random_bug_17/fail_2,2312.84,1,0.877663152194,3.33185432753
525,designs/sudoku_check/random_bug_17/fail_2_1pass,694.16,1,1.0,1.0
526,designs/sudoku_check/random_bug_17/fail_2_multipass_opt,2037.71,1,1.22050081111,2.93550478276
527,designs/sudoku_check/random_bug_17/fail_2_multipass_v2,1947.85,1,1.04868515718,2.80605335946
528,designs/sudoku_check/random_bug_19/fail_0,3072.91,1,1.38764897777,1.34918774148
529,designs/sudoku_check/random_bug_19/fail_0_1pass,2277.6,1,1.0,1.0
530,designs/sudoku_check/random_bug_19/fail_0_multipass_DATE,3373.28,1,1.40233978201,1.48106779066
531,designs/sudoku_check/random_bug_19/fail_0_multipass_opt,3677.42,1,1.42809794999,1.61460309097
532,designs/sudoku_check/random_bug_19/fail_0_multipass_v2,3372.53,1,1.51436297333,1.48073849666
533,designs/sudoku_check/random_bug_2/fail_1,7042.17,1,0.670582947366,3.03348295053
534,designs/sudoku_check/random_bug_2/fail_1_1pass,2321.48,1,1.0,1.0
535,designs/sudoku_check/random_bug_2/fail_1_multipass_DATE,8491.48,0,0.404795314042,3.65778727364
536,designs/sudoku_check/random_bug_2/fail_1_multipass_opt,8420.47,0,0.607123901966,3.62719902821
537,designs/sudoku_check/random_bug_2/fail_1_multipass_v2,8782.73,0,0.470502222445,3.7832460327
538,designs/sudoku_check/random_bug_20/fail_0,1680.68,1,0.895799358652,1.48003205439
539,designs/sudoku_check/random_bug_20/fail_0_1pass,1135.57,1,1.0,1.0
540,designs/sudoku_check/random_bug_20/fail_0_multipass_DATE,1136.08,1,0.738743504475,1.00044911366
541,designs/sudoku_check/random_bug_20/fail_0_multipass_opt,1920.98,1,0.759752202523,1.69164384406
542,designs/sudoku_check/random_bug_20/fail_0_multipass_v2,1235.69,1,0.775886891034,1.08816717596
543,designs/sudoku_check/random_bug_21/fail_0,914.14,1,1.00005159176,0.565253954317
544,designs/sudoku_check/random_bug_21/fail_0_1pass,1617.22,1,1.0,1.0
545,designs/sudoku_check/random_bug_21/fail_0_multipass_DATE,914.36,1,0.999909323569,0.56538999023
546,designs/sudoku_check/random_bug_21/fail_0_multipass_opt,912.29,1,1.00004062585,0.564110015953
547,designs/sudoku_check/random_bug_21/fail_0_multipass_v2,914.89,1,0.999912450343,0.565717713113
548,designs/sudoku_check/random_bug_3/fail_4,7327.1,0,0.815883195344,12.8982343725
549,designs/sudoku_check/random_bug_3/fail_4_1pass,568.07,1,1.0,1.0
550,designs/sudoku_check/random_bug_3/fail_4_multipass_opt,7322.36,0,0.952053294928,12.8898903304
551,designs/sudoku_check/random_bug_3/fail_4_multipass_v2,7014.18,0,0.850644381075,12.3473867657
552,designs/sudoku_check/random_bug_6/fail_0,3118.96,1,1.05300615976,5.18564825591
553,designs/sudoku_check/random_bug_6/fail_0_1pass,601.46,1,1.0,1.0
554,designs/sudoku_check/random_bug_6/fail_0_multipass_opt,2415.41,1,1.52695789996,4.01591128255
555,designs/sudoku_check/random_bug_6/fail_0_multipass_v2,2725.63,1,1.42687131438,4.53168955542
556,designs/vga/buggy1/fail_0,3284.26,1,0.984705944939,0.311068089536
557,designs/vga/buggy1/fail_0_1pass,10558.01,0,1.0,1.0
558,designs/vga/buggy1/fail_0_multipass_DATE,2524.92,1,0.962936722964,0.239147339319
559,designs/vga/buggy1/fail_0_multipass_opt,3764.13,1,1.00116749243,0.35651888945
560,designs/vga/buggy1/fail_0_multipass_v2,2637.61,1,0.952797545581,0.249820752206
561,designs/vga/buggy10/fail_0,4303.1,1,1.00509783563,0.434191673562
562,designs/vga/buggy10/fail_0_1pass,9910.6,0,1.0,1.0
563,designs/vga/buggy10/fail_0_multipass_DATE,3398.29,1,0.974563164312,0.342894476621
564,designs/vga/buggy10/fail_0_multipass_opt,4700.24,1,1.03464797744,0.47426391944
565,designs/vga/buggy10/fail_0_multipass_v2,3938.89,1,0.987348611332,0.397442132666
566,designs/vga/buggy12/fail_0,5882.89,1,1.22371265629,0.545807189054
567,designs/vga/buggy12/fail_0_1pass,10778.33,0,1.0,1.0
568,designs/vga/buggy12/fail_0_multipass_DATE,2980.04,1,1.88256432815,0.276484390439
569,designs/vga/buggy12/fail_0_multipass_opt,3124.63,1,1.93068792846,0.28989927011
570,designs/vga/buggy12/fail_0_multipass_v2,3519.57,1,1.78951681826,0.326541310203
571,designs/vga/buggy13/fail_0,1188.36,1,1.21390291632,0.789880889078
572,designs/vga/buggy13/fail_0_1pass,1504.48,1,1.0,1.0
573,designs/vga/buggy13/fail_0_multipass_DATE,773.82,1,1.61176229747,0.514343826438
574,designs/vga/buggy13/fail_0_multipass_opt,1037.88,1,1.33506433963,0.68985961927
575,designs/vga/buggy13/fail_0_multipass_v2,674.91,1,1.76828412504,0.448600180793
576,designs/vga/buggy2/fail_0,1687.39,1,1.02550316397,1.88965911127
577,designs/vga/buggy2/fail_0_1pass,892.96,1,1.0,1.0
578,designs/vga/buggy2/fail_0_multipass_DATE,785.68,1,1.10001867801,0.8798602401
579,designs/vga/buggy2/fail_0_multipass_opt,741.51,1,1.09769140734,0.830395538434
580,designs/vga/buggy2/fail_0_multipass_v2,1429.93,1,1.06486193441,1.60133712596
581,designs/vga/buggy8/fail_0,1256.15,1,1.01787868068,1.17002449679
582,designs/vga/buggy8/fail_0_1pass,1073.61,1,1.0,1.0
583,designs/vga/buggy8/fail_0_multipass_DATE,754.96,1,1.15185113102,0.703197622973
584,designs/vga/buggy8/fail_0_multipass_opt,495.52,1,1.19403671629,0.461545626438
585,designs/vga/buggy8/fail_0_multipass_v2,524.98,1,1.16864080888,0.488985758329
586,designs/vga/random_bug_1/fail_0,2832.36,1,1.0343959283,0.315662070533
587,designs/vga/random_bug_1/fail_0_1pass,8972.76,1,1.0,1.0
588,designs/vga/random_bug_1/fail_0_multipass_DATE,2164.49,1,1.31022581316,0.241229008689
589,designs/vga/random_bug_1/fail_0_multipass_opt,2389.67,1,1.31289760179,0.266324965785
590,designs/vga/random_bug_1/fail_0_multipass_v2,2722.53,1,1.33865468959,0.303421689647
591,designs/vga/random_bug_11/fail_0,2888.5,1,0.882206633361,2.58081521059
592,designs/vga/random_bug_11/fail_0_1pass,1119.22,1,1.0,1.0
593,designs/vga/random_bug_11/fail_0_multipass_DATE,2125.11,1,0.972361113208,1.89874198102
594,designs/vga/random_bug_11/fail_0_multipass_opt,2229.87,1,0.99215943487,1.99234288165
595,designs/vga/random_bug_11/fail_0_multipass_v2,2718.2,1,0.923516493232,2.42865567091
596,designs/vga/random_bug_22/fail_0,4831.67,1,0.973449119237,2.80257655118
597,designs/vga/random_bug_22/fail_0_1pass,1724.01,1,1.0,1.0
598,designs/vga/random_bug_22/fail_0_multipass_DATE,1480.28,1,0.980886618132,0.858626110057
599,designs/vga/random_bug_22/fail_0_multipass_opt,2171.14,1,1.00860156385,1.25935464411
600,designs/vga/random_bug_22/fail_0_multipass_v2,2295.58,1,0.992710073466,1.33153519991
601,designs/vga/random_bug_25/fail_0,10100.33,0,0.846251171888,1.0289177565
602,designs/vga/random_bug_25/fail_0_1pass,9816.46,0,1.0,1.0
603,designs/vga/random_bug_25/fail_0_multipass_DATE,8522.74,1,1.03391124861,0.868209110005
604,designs/vga/random_bug_25/fail_0_multipass_opt,11196.08,0,1.00106499188,1.14054149867
605,designs/vga/random_bug_25/fail_0_multipass_v2,6752.96,1,0.882808718549,0.687922122639
606,designs/vga/random_bug_29/fail_1,40627.95,0,0.773115410786,8.41297730473
607,designs/vga/random_bug_29/fail_1_1pass,4829.2,0,1.0,1.0
608,designs/vga/random_bug_29/fail_1_multipass_DATE,4851.2,0,0.910705007186,1.00455561998
609,designs/vga/random_bug_29/fail_1_multipass_opt,26198.75,0,0.86390230568,5.42507040504
610,designs/vga/random_bug_29/fail_1_multipass_v2,8135.85,0,0.855470532189,1.68472003644
611,designs/vga/random_bug_6/fail_0,15282.39,0,0.9183610117,1.48756307527
612,designs/vga/random_bug_6/fail_0_1pass,10273.44,0,1.0,1.0
613,designs/vga/random_bug_6/fail_0_multipass_DATE,8347.17,1,1.2249385675,0.8125
614,designs/vga/random_bug_6/fail_0_multipass_opt,13600.33,0,1.06529512915,1.32383408089
615,designs/vga/random_bug_6/fail_0_multipass_v2,10275.09,0,1.15963992111,1.00016060833
616,designs/wb_dma/buggy1/fail_1,2875.72,1,7.80293497982,0.277694141686
617,designs/wb_dma/buggy1/fail_1_1pass,10355.71,0,1.0,1.0
618,designs/wb_dma/buggy1/fail_1_multipass_DATE,1886.01,1,12.3101499644,0.182122712977
619,designs/wb_dma/buggy1/fail_1_multipass_opt,2600.14,1,7.3237527233,0.251082735998
620,designs/wb_dma/buggy1/fail_1_multipass_v2,1746.29,1,12.3403051631,0.168630639522
621,designs/wb_dma/buggy10/fail_0,1581.82,1,3.03011080219,0.150401576068
622,designs/wb_dma/buggy10/fail_0_1pass,10517.31,0,1.0,1.0
623,designs/wb_dma/buggy10/fail_0_multipass_DATE,991.79,1,4.77543843436,0.0943007289887
624,designs/wb_dma/buggy10/fail_0_multipass_opt,1022.44,1,5.44323960669,0.0972149722693
625,designs/wb_dma/buggy10/fail_0_multipass_v2,900.29,1,5.41615396927,0.085600785752
626,designs/wb_dma/buggy10/fail_1,2848.63,1,1.83950072675,0.277626390505
627,designs/wb_dma/buggy10/fail_1_1pass,10260.66,0,1.0,1.0
628,designs/wb_dma/buggy10/fail_1_multipass_DATE,1901.71,1,2.5138999006,0.1853399294
629,designs/wb_dma/buggy10/fail_1_multipass_opt,1679.34,1,4.25205430735,0.163667834233
630,designs/wb_dma/buggy10/fail_1_multipass_v2,1092.01,1,5.93669397003,0.106426877023
631,designs/wb_dma/buggy2/fail_1,2184.26,1,2.28622476567,0.209408653952
632,designs/wb_dma/buggy2/fail_1_1pass,10430.61,0,1.0,1.0
633,designs/wb_dma/buggy2/fail_1_multipass_DATE,1582.65,1,3.29867294158,0.151731298553
634,designs/wb_dma/buggy2/fail_1_multipass_opt,2158.59,1,2.05770412808,0.206947628183
635,designs/wb_dma/buggy2/fail_1_multipass_v2,1022.16,1,2.74922194963,0.0979961862249
636,designs/wb_dma/buggy3/fail_0,2913.42,1,1.72665460906,0.280167787946
637,designs/wb_dma/buggy3/fail_0_1pass,10398.84,0,1.0,1.0
638,designs/wb_dma/buggy3/fail_0_multipass_DATE,1397.03,1,3.56600067317,0.134344792304
639,designs/wb_dma/buggy3/fail_0_multipass_opt,1780.4,1,2.64506516683,0.171211404349
640,designs/wb_dma/buggy3/fail_0_multipass_v2,1511.96,1,2.87560480988,0.145396986587
641,designs/wb_dma/buggy5/fail_0,2276.82,1,2.76345854953,0.218161225939
642,designs/wb_dma/buggy5/fail_0_1pass,10436.41,0,1.0,1.0
643,designs/wb_dma/buggy5/fail_0_multipass_DATE,1561.65,1,4.1066716327,0.149634788208
644,designs/wb_dma/buggy5/fail_0_multipass_opt,2347.91,1,2.42757461754,0.22497295526
645,designs/wb_dma/buggy5/fail_0_multipass_v2,1405.62,1,3.31552193839,0.13468424487
646,designs/wb_dma/buggy7/fail_0,1370.86,1,4.56692215774,0.129928991436
647,designs/wb_dma/buggy7/fail_0_1pass,10550.84,0,1.0,1.0
648,designs/wb_dma/buggy7/fail_0_multipass_DATE,690.1,1,4.39770369669,0.0654071145046
